Key;Flow Name;Producer Model;Producer port;Producer operator;Signal Name;Consumer Model;Consumer port;Consumer Operator;Priority;Automatic Choice Available;Automatic Choice;Manual Choice;Comment
EIU/2/Normal115VAC_XP103_XP204;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Normal115VAC_XP103_XP204;EIU/2;Normal115VAC_XP103_XP204;;1;Connection Over Empty;;;
EIU/2/Normal115VAC_XP103_XP204;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;syelec/1;EP204XP;;EP204XP;EIU/2;Normal115VAC_XP103_XP204;;2;Connection Over Empty;X;;
EIU/2/Normal28VDC_PP301_PP202;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Normal28VDC_PP301_PP202;EIU/2;Normal28VDC_PP301_PP202;;1;Connection Over Empty;;;
EIU/2/Normal28VDC_PP301_PP202;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;syelec/1;EP202PP;;EP202PP;EIU/2;Normal28VDC_PP301_PP202;;2;Connection Over Empty;X;;
EIU/2/One_Pack1;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;One_Pack1;EIU/2;One_Pack1;;1;Connection Over Empty;;;
EIU/2/One_Pack1;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;sycond/1;ACSC1_a4_b_label061_bit24_OnePackOperation;;ACSC1_a4_b_label061_bit24_OnePackOperation;EIU/2;One_Pack1;;2;Connection Over Empty;X;;
EIU/2/One_Pack2;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;One_Pack2;EIU/2;One_Pack2;;1;Connection Over Empty;;;
EIU/2/One_Pack2;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;sycond/1;ACSC2_a4_b_label061_bit24_OnePackOperation;;ACSC2_a4_b_label061_bit24_OnePackOperation;EIU/2;One_Pack2;;2;Connection Over Empty;X;;
EIU/2/Retard_Mode_Active;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Retard_Mode_Active;EIU/2;Retard_Mode_Active;;1;Connection Over Empty;;;
EIU/2/Retard_Mode_Active;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;FGE/1;OUT_BRETARD;;OUT_BRETARD;EIU/2;Retard_Mode_Active;;2;Connection Over Empty;X;;
EIU/2/Thrust_N1_Mode_Active;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Thrust_N1_Mode_Active;EIU/2;Thrust_N1_Mode_Active;;1;Connection Over Empty;;;
EIU/2/Thrust_N1_Mode_Active;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;FGE/1;OUT_BTHRUST;;OUT_BTHRUST;EIU/2;Thrust_N1_Mode_Active;;2;Connection Over Empty;X;;
EIU/2/Two_Pack1;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Two_Pack1;EIU/2;Two_Pack1;;1;Connection Over Empty;;;
EIU/2/Two_Pack1;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;sycond/1;ACSC1_a4_b_label061_bit25_TwoPackOperation;;ACSC1_a4_b_label061_bit25_TwoPackOperation;EIU/2;Two_Pack1;;2;Connection Over Empty;X;;
EIU/2/Two_Pack2;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Two_Pack2;EIU/2;Two_Pack2;;1;Connection Over Empty;;;
EIU/2/Two_Pack2;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;sycond/1;ACSC2_a4_b_label061_bit25_TwoPackOperation;;ACSC2_a4_b_label061_bit25_TwoPackOperation;EIU/2;Two_Pack2;;2;Connection Over Empty;X;;
EIU/2/Xbleed_Valve_Open1;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Xbleed_Valve_Open1;EIU/2;Xbleed_Valve_Open1;;1;Connection Over Empty;;;
EIU/2/Xbleed_Valve_Open1;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;BMC/1;ARX_OUT_CBV_SELECTION_OP;;ARX_OUT_CBV_SELECTION_OP_BMC_1;EIU/2;Xbleed_Valve_Open1;;2;Connection Over Empty;X;;
EIU/2/Xbleed_Valve_Open2;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Xbleed_Valve_Open2;EIU/2;Xbleed_Valve_Open2;;1;Connection Over Empty;;;
EIU/2/Xbleed_Valve_Open2;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;BMC/2;ARX_OUT_CBV_SELECTION_OP;;ARX_OUT_CBV_SELECTION_OP_BMC_2;EIU/2;Xbleed_Valve_Open2;;2;Connection Over Empty;X;;
FADEC/1/Aircraft_Disc_11_In_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Aircraft_Disc_11_In_A;FADEC/1;Aircraft_Disc_11_In_A;;1;Connection Over Empty;;;
FADEC/1/Aircraft_Disc_11_In_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;PKG_EFCS_comefcs/1;BGNDIDL_FD_1_sec_com;;BGNDIDL_FD_1_sec_com;FADEC/1;Aircraft_Disc_11_In_A;;2;Connection Over Empty;X;;
FADEC/1/Aircraft_Disc_11_In_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Aircraft_Disc_11_In_B;FADEC/1;Aircraft_Disc_11_In_B;;1;Connection Over Empty;;;
FADEC/1/Aircraft_Disc_11_In_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;PKG_EFCS_comefcs/1;BGNDIDL_FD_1_sec_com;;BGNDIDL_FD_1_sec_com;FADEC/1;Aircraft_Disc_11_In_B;;2;Connection Over Empty;X;;
FADEC/1/EIU_LBL125_GMT_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;EIU_LBL125_GMT_A;FADEC/1;EIU_LBL125_GMT_A;;1;Connection Over Empty;;;
FADEC/1/EIU_LBL125_GMT_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;M_UTG/1;EIU_LBL125_GMT_A_int;;EIU_LBL125_GMT_A_int;FADEC/1;EIU_LBL125_GMT_A;;2;Connection Over Empty;X;;
FADEC/1/EIU_LBL125_GMT_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;EIU_LBL125_GMT_B;FADEC/1;EIU_LBL125_GMT_B;;1;Connection Over Empty;;;
FADEC/1/EIU_LBL125_GMT_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;M_UTG/1;EIU_LBL125_GMT_B_int;;EIU_LBL125_GMT_B_int;FADEC/1;EIU_LBL125_GMT_B;;2;Connection Over Empty;X;;
FADEC/1/EIU_LBL260_Date_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;EIU_LBL260_Date_A;FADEC/1;EIU_LBL260_Date_A;;1;Connection Over Empty;;;
FADEC/1/EIU_LBL260_Date_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;M_UTG/1;EIU_LBL260_Date_A_int;;EIU_LBL260_Date_A_int;FADEC/1;EIU_LBL260_Date_A;;2;Connection Over Empty;X;;
FADEC/1/EIU_LBL260_Date_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;EIU_LBL260_Date_B;FADEC/1;EIU_LBL260_Date_B;;1;Connection Over Empty;;;
FADEC/1/EIU_LBL260_Date_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;M_UTG/1;EIU_LBL260_Date_B_int;;EIU_LBL260_Date_B_int;FADEC/1;EIU_LBL260_Date_B;;2;Connection Over Empty;X;;
FADEC/1/EIU_LBL31_WOW_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;EIU/1;DE_EEC_Channel_A;;EIU_1_DE_EEC_Channel_A;FADEC/1;EIU_LBL31_WOW_A;;1;Priority;X;;
FADEC/1/EIU_LBL31_WOW_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;EIU/1;Confirmed_Ground;;EIU_1_Confirmed_Ground;FADEC/1;EIU_LBL31_WOW_A;;2;Priority;;;
FADEC/1/EIU_LBL31_WOW_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;EIU/1;DE_EEC_Channel_A;;EIU_1_DE_EEC_Channel_A;FADEC/1;EIU_LBL31_WOW_B;;1;Priority;X;;
FADEC/1/EIU_LBL31_WOW_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;EIU/1;Confirmed_Ground;;EIU_1_Confirmed_Ground;FADEC/1;EIU_LBL31_WOW_B;;2;Priority;;;
FADEC/1/NAIPCore_Sen_In_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;NAIPCore_Sen_In_B;FADEC/1;NAIPCore_Sen_In_B;;1;Connection Over Empty;;;
FADEC/1/NAIPCore_Sen_In_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;NEO_NAI/1;nai1_es_f_pt_upstream_chb_pressure_feedback;;nai1_es_f_pt_upstream_chb_pressure_feedback;FADEC/1;NAIPCore_Sen_In_B;;2;Connection Over Empty;X;;
FADEC/1/NAIPFan_Sen_In_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;NAIPFan_Sen_In_A;FADEC/1;NAIPFan_Sen_In_A;;1;Connection Over Empty;;;
FADEC/1/NAIPFan_Sen_In_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;NEO_NAI/1;nai1_es_f_pt_downstream_cha_pressure_feedback;;nai1_es_f_pt_downstream_cha_pressure_feedback;FADEC/1;NAIPFan_Sen_In_A;;2;Connection Over Empty;X;;
FADEC/1/NAIPFan_Sen_In_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;NAIPFan_Sen_In_B;FADEC/1;NAIPFan_Sen_In_B;;1;Connection Over Empty;;;
FADEC/1/NAIPFan_Sen_In_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;NEO_NAI/1;nai1_es_f_pt_downstream_chb_pressure_feedback;;nai1_es_f_pt_downstream_chb_pressure_feedback;FADEC/1;NAIPFan_Sen_In_B;;2;Connection Over Empty;X;;
FADEC/1/TFuel_Sen_In_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;TFuel_Sen_In_A;FADEC/1;TFuel_Sen_In_A;;1;Connection Over Empty;;;
FADEC/1/TFuel_Sen_In_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;fuelmo/1;FITEMPLH;;FITEMPLH;FADEC/1;TFuel_Sen_In_A;;2;Connection Over Empty;X;;
FADEC/1/TFuel_Sen_In_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;TFuel_Sen_In_B;FADEC/1;TFuel_Sen_In_B;;1;Connection Over Empty;;;
FADEC/1/TFuel_Sen_In_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;fuelmo/1;FITEMPLH;;FITEMPLH;FADEC/1;TFuel_Sen_In_B;;2;Connection Over Empty;X;;
FADEC/2/Aircraft_Disc_11_In_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Aircraft_Disc_11_In_A;FADEC/2;Aircraft_Disc_11_In_A;;1;Connection Over Empty;;;
FADEC/2/Aircraft_Disc_11_In_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;PKG_EFCS_comefcs/1;BGNDIDL_FD_2_sec_com;;BGNDIDL_FD_2_sec_com;FADEC/2;Aircraft_Disc_11_In_A;;2;Connection Over Empty;X;;
FADEC/2/Aircraft_Disc_11_In_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;Aircraft_Disc_11_In_B;FADEC/2;Aircraft_Disc_11_In_B;;1;Connection Over Empty;;;
FADEC/2/Aircraft_Disc_11_In_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;PKG_EFCS_comefcs/1;BGNDIDL_FD_2_sec_com;;BGNDIDL_FD_2_sec_com;FADEC/2;Aircraft_Disc_11_In_B;;2;Connection Over Empty;X;;
FADEC/2/EIU_LBL125_GMT_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;EIU_LBL125_GMT_A;FADEC/2;EIU_LBL125_GMT_A;;1;Connection Over Empty;;;
FADEC/2/EIU_LBL125_GMT_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;M_UTG/1;EIU_LBL125_GMT_A_int;;EIU_LBL125_GMT_A_int;FADEC/2;EIU_LBL125_GMT_A;;2;Connection Over Empty;X;;
FADEC/2/EIU_LBL125_GMT_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;EIU_LBL125_GMT_B;FADEC/2;EIU_LBL125_GMT_B;;1;Connection Over Empty;;;
FADEC/2/EIU_LBL125_GMT_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;M_UTG/1;EIU_LBL125_GMT_B_int;;EIU_LBL125_GMT_B_int;FADEC/2;EIU_LBL125_GMT_B;;2;Connection Over Empty;X;;
FADEC/2/EIU_LBL260_Date_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;EIU_LBL260_Date_A;FADEC/2;EIU_LBL260_Date_A;;1;Connection Over Empty;;;
FADEC/2/EIU_LBL260_Date_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;M_UTG/1;EIU_LBL260_Date_A_int;;EIU_LBL260_Date_A_int;FADEC/2;EIU_LBL260_Date_A;;2;Connection Over Empty;X;;
FADEC/2/EIU_LBL260_Date_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;EIU_LBL260_Date_B;FADEC/2;EIU_LBL260_Date_B;;1;Connection Over Empty;;;
FADEC/2/EIU_LBL260_Date_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;M_UTG/1;EIU_LBL260_Date_B_int;;EIU_LBL260_Date_B_int;FADEC/2;EIU_LBL260_Date_B;;2;Connection Over Empty;X;;
FADEC/2/NAIPCore_Sen_In_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;NAIPCore_Sen_In_B;FADEC/2;NAIPCore_Sen_In_B;;1;Connection Over Empty;;;
FADEC/2/NAIPCore_Sen_In_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;NEO_NAI/1;nai2_es_f_pt_upstream_chb_pressure_feedback;;nai2_es_f_pt_upstream_chb_pressure_feedback;FADEC/2;NAIPCore_Sen_In_B;;2;Connection Over Empty;X;;
FADEC/2/NAIPFan_Sen_In_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;NAIPFan_Sen_In_A;FADEC/2;NAIPFan_Sen_In_A;;1;Connection Over Empty;;;
FADEC/2/NAIPFan_Sen_In_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;NEO_NAI/1;nai2_es_f_pt_downstream_cha_pressure_feedback;;nai2_es_f_pt_downstream_cha_pressure_feedback;FADEC/2;NAIPFan_Sen_In_A;;2;Connection Over Empty;X;;
FADEC/2/NAIPFan_Sen_In_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;NAIPFan_Sen_In_B;FADEC/2;NAIPFan_Sen_In_B;;1;Connection Over Empty;;;
FADEC/2/NAIPFan_Sen_In_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;NEO_NAI/1;nai2_es_f_pt_downstream_chb_pressure_feedback;;nai2_es_f_pt_downstream_chb_pressure_feedback;FADEC/2;NAIPFan_Sen_In_B;;2;Connection Over Empty;X;;
FADEC/2/TFuel_Sen_In_A;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;TFuel_Sen_In_A;FADEC/2;TFuel_Sen_In_A;;1;Connection Over Empty;;;
FADEC/2/TFuel_Sen_In_A;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;fuelmo/1;FITEMPRH;;FITEMPRH;FADEC/2;TFuel_Sen_In_A;;2;Connection Over Empty;X;;
FADEC/2/TFuel_Sen_In_B;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;TFuel_Sen_In_B;FADEC/2;TFuel_Sen_In_B;;1;Connection Over Empty;;;
FADEC/2/TFuel_Sen_In_B;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;fuelmo/1;FITEMPRH;;FITEMPRH;FADEC/2;TFuel_Sen_In_B;;2;Connection Over Empty;X;;
PLANT/1/WBAI;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;WBAI;PLANT/1;WBAI;;1;Connection Over Empty;;;
PLANT/1/WBAI;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;NEO_NAI/1;nai1_es_f_WBAI_1;;nai1_es_f_WBAI_1;PLANT/1;WBAI;;2;Connection Over Empty;X;;
PLANT/1/WBFAN;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;WBFAN;PLANT/1;WBFAN;;1;Connection Over Empty;;;
PLANT/1/WBFAN;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;BHP/1;Q_FAV_L;;Q_FAV_L;PLANT/1;WBFAN;;2;Connection Over Empty;X;;
PLANT/1/WBHP;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;WBHP;PLANT/1;WBHP;;1;Connection Over Empty;;;
PLANT/1/WBHP;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;BHP/1;Q_HPV_L;;Q_HPV_L;PLANT/1;WBHP;;2;Connection Over Empty;X;;
PLANT/1/WBIP;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;WBIP;PLANT/1;WBIP;;1;Connection Over Empty;;;
PLANT/1/WBIP;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;BHP/1;Q_IPCV_L;;Q_IPCV_L;PLANT/1;WBIP;;2;Connection Over Empty;X;;
PLANT/2/WBAI;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;WBAI;PLANT/2;WBAI;;1;Connection Over Empty;;;
PLANT/2/WBAI;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;NEO_NAI/1;nai2_es_f_WBAI_2;;nai2_es_f_WBAI_2;PLANT/2;WBAI;;2;Connection Over Empty;X;;
PLANT/2/WBFAN;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;WBFAN;PLANT/2;WBFAN;;1;Connection Over Empty;;;
PLANT/2/WBFAN;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;BHP/1;Q_FAV_R;;Q_FAV_R;PLANT/2;WBFAN;;2;Connection Over Empty;X;;
PLANT/2/WBHP;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;WBHP;PLANT/2;WBHP;;1;Connection Over Empty;;;
PLANT/2/WBHP;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;BHP/1;Q_HPV_R;;Q_HPV_R;PLANT/2;WBHP;;2;Connection Over Empty;X;;
PLANT/2/WBIP;ALL-SIMU_FLOW_ENG_FFS1_reduced.csv;;;;WBIP;PLANT/2;WBIP;;1;Connection Over Empty;;;
PLANT/2/WBIP;ALL-SIMU_FLOW_MSP_CFM_V5.0.csv;BHP/1;Q_IPCV_R;;Q_IPCV_R;PLANT/2;WBIP;;2;Connection Over Empty;X;;
